Year,Movie,Worldwide
1983,Sudden Impact,"$67,642,693 "
1983,WarGames,"$74,433,837 "
1983,Superman III,"$80,200,000 "
1983,Trading Places,"$90,400,000 "
1983,Terms of Endearment,"$108,423,749 "
1983,Staying Alive,"$126,041,474 "
1983,Never Say Never Again,"$160,000,000 "
1983,Octopussy,"$187,500,000 "
1983,Flashdance,"$201,463,574 "
1983,Star Wars Ep. VI: Return of the Jedi,"$475,105,360 "
1984,The Ice Pirates,"$13,075,390 "
1984,The Evil That Men Do,"$13,106,767 "
1984,Supergirl,"$14,296,438 "
1984,Children of the Corn,"$14,600,000 "
1984,Night of the Comet,"$14,600,000 "
1984,Breakin' 2: Electric Boogaloo,"$15,000,000 "
1984,Firestarter,"$15,136,870 "
1984,Beat Street,"$16,595,791 "
1984,Johnny Dangerously,"$17,124,395 "
1984,Angel,"$17,488,564 "
1984,Lassiter,"$17,513,452 "
1984,Hot Dogÿ The Movie,"$17,540,166 "
1984,Blame it on Rio,"$18,600,000 "
1984,Best Defense,"$19,265,302 "
1984,Unfaithfully Yours,"$19,928,200 "
1984,Weekend Pass,"$21,058,033 "
1984,Top Secret!,"$21,100,000 "
1984,Rhinestone,"$21,400,000 "
1984,Die Unendliche Geschichte,"$21,427,944 "
1984,"Oh God, You Devil!","$21,538,850 "
1984,A Soldier's Story,"$22,100,000 "
1984,The Last Starfighter,"$22,200,789 "
1984,Missing in Action,"$22,812,411 "
1984,Sixteen Candles,"$23,686,027 "
1984,The Flamingo Kid,"$23,859,382 "
1984,Moscow on the Hudson,"$25,100,000 "
1984,Against All Odds,"$25,100,000 "
1984,The Woman in Red,"$25,308,147 "
1984,The Muppets Take Manhattan,"$25,534,703 "
1984,A Nightmare on Elm Street,"$25,542,906 "
1984,The Cotton Club,"$25,928,721 "
1984,Micki + Maude,"$26,200,000 "
1984,Protocol,"$26,300,000 "
1984,Conan the Destroyer,"$26,400,000 "
1984,A Passage to India,"$27,187,896 "
1984,Dune,"$27,503,491 "
1984,Teachers,"$27,700,000 "
1984,Cannonball Run II,"$28,100,000 "
1984,Starman,"$28,700,000 "
1984,Friday the 13th Part IV: The Final Chÿ,"$32,980,880 "
1984,The Gods Must Be Crazy,"$34,331,783 "
1984,The Killing Fields,"$34,609,720 "
1984,Places in the Heart,"$34,900,814 "
1984,All of Me,"$35,243,581 "
1984,Breakin',"$36,100,000 "
1984,City Heat,"$38,348,988 "
1984,Bachelor Party,"$38,435,947 "
1984,Red Dawn,"$38,900,000 "
1984,Revenge of the Nerds,"$40,874,452 "
1984,2010,"$41,000,000 "
1984,"Greystoke: The Legend of Tarzan, Lordÿ","$45,900,000 "
1984,The Natural,"$47,951,979 "
1984,Tightrope,"$48,100,000 "
1984,Amadeus,"$51,973,029 "
1984,Splash,"$62,599,495 "
1984,Purple Rain,"$68,394,225 "
1984,The Terminator,"$78,019,031 "
1984,Footloose,"$80,008,943 "
1984,Police Academy,"$81,198,894 "
1984,Star Trek III: The Search for Spock,"$87,000,000 "
1984,The Karate Kid,"$90,857,623 "
1984,Romancing the Stone,"$115,078,260 "
1984,Gremlins,"$152,445,758 "
1984,Grand Canyon: The Hidden Secrets,"$239,000,000 "
1984,Ghostbusters,"$295,585,416 "
1984,Beverly Hills Cop,"$316,300,000 "
1984,Indiana Jones and the Temple of Doom,"$333,080,271 "
1985,Perfect,"$12,918,858 "
1985,Real Genius,"$12,952,019 "
1985,Vision Quest,"$13,000,000 "
1985,One Magic Christmas,"$13,229,514 "
1985,Clue,"$13,377,261 "
1985,Sesame Street Presents Follow That Bird,"$13,961,370 "
1985,Tomboy,"$14,100,000 "
1985,A Chorus Line,"$14,202,899 "
1985,The Return of the Living Dead,"$14,238,634 "
1985,Baby: Secret of the Lost Legend,"$14,276,095 "
1985,Remo Williams: The Adventure Begins,"$14,393,902 "
1985,Kiss of the Spider Woman,"$14,582,182 "
1985,King Solomon's Mines,"$15,057,465 "
1985,Death Wish 3,"$16,116,878 "
1985,Weird Science,"$16,316,258 "
1985,The Falcon and the Snowman,"$17,130,087 "
1985,To Live and Die in L.A.,"$17,307,019 "
1985,Invasion U.S.A.,"$17,536,256 "
1985,The Sure Thing,"$18,136,000 "
1985,Ladyhawke,"$18,400,000 "
1985,Year of the Dragon,"$18,707,466 "
1985,Young Sherlock Holmes,"$19,739,000 "
1985,Volunteers,"$19,875,740 "
1985,Code of Silence,"$20,345,361 "
1985,Porky's Revenge,"$20,518,000 "
1985,A Nightmare on Elm Street Part 2: Freÿ,"$21,163,999 "
1985,The Black Cauldron,"$21,288,692 "
1985,Friday the 13th Part V: A New Beginning,"$21,930,418 "
1985,The Care Bears Movie,"$22,934,000 "
1985,Santa Claus,"$23,721,879 "
1985,The Emerald Forest,"$24,468,550 "
1985,Summer Rental,"$24,671,000 "
1985,Fright Night,"$24,922,237 "
1985,Agnes of God,"$25,627,836 "
1985,Prizzi's Honor,"$26,700,000 "
1985,Desperately Seeking Susan,"$27,400,522 "
1985,Murphy's Romance,"$30,762,621 "
1985,The Last Dragon,"$33,000,447 "
1985,Teen Wolf,"$33,086,611 "
1985,Silverado,"$33,200,000 "
1985,Day of the Dead,"$34,004,262 "
1985,Commando,"$35,078,913 "
1985,Mad Max Beyond Thunderdome,"$36,230,219 "
1985,St. Elmo¡¯s Fire,"$37,800,000 "
1985,Jagged Edge,"$40,491,165 "
1985,Pee Wee's Big Adventure,"$40,940,662 "
1985,Pale Rider,"$41,410,568 "
1985,White Nights,"$42,160,849 "
1985,Mask,"$42,417,782 "
1985,Brewster's Millions,"$45,800,000 "
1985,The Breakfast Club,"$45,905,126 "
1985,Fletch,"$46,700,000 "
1985,National Lampoon's European Vacation,"$49,400,000 "
1985,Police Academy 2: Their First Assignment,"$55,337,042 "
1985,Spies Like Us,"$60,083,467 "
1985,The Goonies,"$63,103,202 "
1985,Witness,"$65,532,576 "
1985,The Jewel of the Nile,"$68,275,764 "
1985,The Dream is Alive,"$70,000,000 "
1985,Cocoon,"$76,257,348 "
1985,The Color Purple,"$94,029,472 "
1985,A View to a Kill,"$152,627,960 "
1985,Out of Africa,"$258,210,860 "
1985,Rocky IV,"$300,373,716 "
1985,Rambo: First Blood Part II,"$300,400,000 "
1985,Back to the Future,"$385,510,132 "
1986,April Fool's Day,"$12,947,763 "
1986,Labyrinth,"$13,045,054 "
1986,Critters,"$13,167,232 "
1986,Extremities,"$13,418,091 "
1986,One Crazy Summer,"$13,431,806 "
1986,Sweet Liberty,"$14,205,021 "
1986,The Mosquito Coast,"$14,302,000 "
1986,Psycho III,"$14,481,606 "
1986,Youngblood,"$15,448,400 "
1986,Armed and Dangerous,"$15,945,534 "
1986,Raw Deal,"$16,209,459 "
1986,Howard the Duck,"$16,295,774 "
1986,The Delta Force,"$17,005,599 "
1986,"Jo Jo Dancer, Your Life is Calling","$18,034,150 "
1986,Flight of the Navigator,"$18,564,613 "
1986,Friday the 13th Part VI: Jason Lives,"$19,472,523 "
1986,F/X,"$20,603,715 "
1986,The Mission,"$20,809,038 "
1986,A Room with a View,"$21,042,007 "
1986,Tough Guys,"$21,458,229 "
1986,House,"$22,144,631 "
1986,Crimes of the Heart,"$22,905,000 "
1986,Legend,"$23,506,237 "
1986,The Great Mouse Detective,"$23,605,534 "
1986,Iron Eagle,"$24,159,872 "
1986,The Morning After,"$25,147,055 "
1986,Heartburn,"$25,314,289 "
1986,Jumpin' Jack Flash,"$25,587,804 "
1986,Wildcats,"$26,285,544 "
1986,Soul Man,"$27,316,198 "
1986,Hoosiers,"$28,607,524 "
1986,Children of a Lesser God,"$31,853,080 "
1986,Nothing in Common,"$32,324,000 "
1986,Gung Ho,"$36,611,610 "
1986,The Money Pit,"$37,499,651 "
1986,The Fly,"$37,585,694 "
1986,Running Scared,"$38,500,726 "
1986,About Last Night,"$38,702,310 "
1986,Little Shop of Horrors,"$38,747,385 "
1986,Three Amigos,"$39,246,734 "
1986,Hannah and Her Sisters,"$40,084,041 "
1986,Pretty in Pink,"$40,476,156 "
1986,Short Circuit,"$40,697,761 "
1986,Poltergeist II: The Other Side,"$40,996,665 "
1986,Peggy Sue Got Married,"$41,382,841 "
1986,Heartbreak Ridge,"$42,724,017 "
1986,Police Academy 3: Back in Training,"$43,579,163 "
1986,An American Tail,"$47,483,002 "
1986,Cobra,"$49,042,224 "
1986,Legal Eagles,"$49,851,591 "
1986,Stand by Me,"$52,287,766 "
1986,The Color of Money,"$52,293,000 "
1986,Down and Out in Beverly Hills,"$62,134,225 "
1986,Ferris Bueller¡¯s Day Off,"$70,177,637 "
1986,Ruthless People,"$71,624,879 "
1986,The Golden Child,"$79,817,937 "
1986,Back to School,"$91,258,000 "
1986,"The Karate Kid, Part II","$115,103,979 "
1986,Star Trek IV: The Voyage Home,"$133,000,000 "
1986,Platoon,"$137,978,395 "
1986,Aliens,"$183,294,899 "
1986,Crocodile Dundee,"$328,203,506 "
1986,Top Gun,"$357,469,522 "
1987,The Gate,"$13,000,000 "
1987,The Pick-Up Artist,"$13,290,368 "
1987,Hamburger Hill,"$13,839,404 "
1987,Creepshow 2,"$14,000,000 "
1987,Flowers in the Attic,"$14,000,000 "
1987,Prince of Darkness,"$14,182,393 "
1987,Ishtar,"$14,375,181 "
1987,Hellraiser,"$14,575,148 "
1987,Radio Days,"$14,792,779 "
1987,Benji the Hunted,"$15,212,539 "
1987,Jaws 4: The Revenge,"$15,728,335 "
1987,Over the Top,"$16,057,580 "
1987,Burglar,"$16,337,355 "
1987,Angel Heart,"$17,192,555 "
1987,Masters of the Universe,"$17,336,370 "
1987,Born in East L.A.,"$17,355,263 "
1987,The Big Easy,"$17,685,307 "
1987,Project X,"$18,532,286 "
1987,Some Kind of Wonderful,"$18,553,948 "
1987,The Believers,"$18,753,438 "
1987,Suspect,"$18,782,400 "
1987,The Principal,"$19,214,194 "
1987,Innerspace,"$19,816,619 "
1987,Critical Condition,"$20,240,502 "
1987,Hello Again,"$20,419,446 "
1987,Empire of the Sun,"$22,238,696 "
1987,Revenge of the Nerds II: Nerds in Parÿ,"$22,642,033 "
1987,Raising Arizona,"$22,847,660 "
1987,Ernest Goes to Camp,"$23,509,382 "
1987,Black Widow,"$25,205,460 "
1987,Tin Men,"$25,411,386 "
1987,Cry Freedom,"$25,899,797 "
1987,Baby Boom,"$26,700,000 "
1987,Overboard,"$26,713,187 "
1987,Police Academy 4: Citizens on Patrol,"$28,061,343 "
1987,Nuts,"$28,866,028 "
1987,The Princess Bride,"$31,046,220 "
1987,Can¡¯t Buy Me Love,"$31,623,833 "
1987,The Lost Boys,"$32,393,651 "
1987,Harry and the Hendersons,"$32,560,613 "
1987,*batteries not included,"$32,945,797 "
1987,Adventures in Babysitting,"$33,790,923 "
1987,Like Father Like Son,"$34,377,585 "
1987,Summer School,"$35,114,428 "
1987,No Way Out,"$35,509,515 "
1987,Superman IV: The Quest for Peace,"$36,700,000 "
1987,Mannequin,"$38,018,000 "
1987,Spaceballs,"$38,119,483 "
1987,The Running Man,"$38,122,000 "
1987,Roxanne,"$39,148,164 "
1987,Blind Date,"$39,321,000 "
1987,Wall Street,"$43,848,100 "
1987,The Last Emperor,"$44,005,435 "
1987,A Nightmare On Elm Street 3: Dream Waÿ,"$44,793,222 "
1987,Full Metal Jacket,"$45,017,134 "
1987,"Planes, Trains & Automobiles","$49,752,241 "
1987,Eddie Murphy Raw,"$50,504,655 "
1987,Outrageous Fortune,"$52,864,741 "
1987,Throw Momma From the Train,"$53,380,796 "
1987,RoboCop,"$54,125,172 "
1987,La Bamba,"$54,215,416 "
1987,Dragnet,"$57,387,000 "
1987,The Witches of Eastwick,"$63,749,955 "
1987,Stakeout,"$65,673,233 "
1987,The Secret of My Success,"$66,995,000 "
1987,Broadcast News,"$67,331,309 "
1987,The Untouchables,"$76,271,995 "
1987,Moonstruck,"$80,642,215 "
1987,Predator,"$98,267,558 "
1987,Lethal Weapon,"$120,192,350 "
1987,Good Morning Vietnam,"$123,922,370 "
1987,3 Men and a Baby,"$167,780,960 "
1987,The Living Daylights,"$191,199,996 "
1987,Dirty Dancing,"$213,893,795 "
1987,Beverly Hills Cop II,"$276,665,036 "
1987,Fatal Attraction,"$320,099,997 "
1988,They Live,"$13,001,044 "
1988,I'm Gonna Git You Sucka,"$13,030,057 "
1988,Vice Versa,"$13,664,060 "
1988,Return to Snowy River,"$13,687,027 "
1988,The Milagro Beanfield War,"$13,825,794 "
1988,My Stepmother Is an Alien,"$13,854,000 "
1988,Stand and Deliver,"$13,994,920 "
1988,Poltergeist III,"$14,114,000 "
1988,School Daze,"$14,545,844 "
1988,Arthur 2: On the Rocks,"$14,681,192 "
1988,Big Top Pee-Wee,"$15,122,324 "
1988,She's Having a Baby,"$16,031,707 "
1988,"Bright Lights, Big City","$16,118,077 "
1988,Crossing Delancey,"$16,262,000 "
1988,For Keeps?,"$17,000,000 "
1988,Johnny Be Good,"$17,500,399 "
1988,Frantic,"$17,637,000 "
1988,Halloween 4: The Return of Michael Myers,"$17,768,757 "
1988,Above the Law,"$18,869,631 "
1988,The Seventh Sign,"$18,875,011 "
1988,Cocoon: The Return,"$18,924,919 "
1988,Friday the 13th Part VII: The New Blood,"$19,170,001 "
1988,Police Academy 5: Assignment: Miami Bÿ,"$19,510,000 "
1988,The Serpent and the Rainbow,"$19,595,000 "
1988,Tucker: The Man and His Dream,"$19,657,565 "
1988,The Presidio,"$20,036,000 "
1988,Action Jackson,"$20,257,000 "
1988,Short Circuit 2,"$20,882,000 "
1988,Punchline,"$21,032,000 "
1988,Married to the Mob,"$21,486,757 "
1988,License to Drive,"$22,434,275 "
1988,Gorillas in the Mist,"$24,720,479 "
1988,Alien Nation,"$25,216,243 "
1988,Funny Farm,"$25,537,221 "
1988,Betrayed,"$25,816,139 "
1988,Tonari no Totoro,"$27,410,393 "
1988,Ernest Saves Christmas,"$28,202,109 "
1988,Shoot to Kill,"$29,300,000 "
1988,The Accused,"$32,078,318 "
1988,The Accidental Tourist,"$32,632,000 "
1988,Mississippi Burning,"$34,603,000 "
1988,Dangerous Liaisons,"$34,700,000 "
1988,Red Heat,"$34,994,648 "
1988,The Dead Pool,"$37,903,000 "
1988,Tequila Sunrise,"$39,703,427 "
1988,Big Business,"$40,150,487 "
1988,The Great Outdoors,"$41,455,230 "
1988,Bagdad Cafe,"$42,001,910 "
1988,Dirty Rotten Scoundrels,"$42,039,000 "
1988,Child¡¯s Play,"$44,196,684 "
1988,Young Guns,"$44,726,644 "
1988,Colors,"$46,616,067 "
1988,A Nightmare on Elm Street 4: The Dreaÿ,"$49,369,899 "
1988,Oliver & Company,"$49,576,671 "
1988,Bull Durham,"$50,888,729 "
1988,Biloxi Blues,"$51,684,798 "
1988,Beaches,"$57,041,866 "
1988,Willow,"$57,269,863 "
1988,Scrooged,"$59,450,796 "
1988,A Fish Called Wanda,"$63,493,000 "
1988,Working Girl,"$63,800,000 "
1988,Beetlejuice,"$74,456,266 "
1988,The Naked Gun: From the Files of Poliÿ,"$78,041,829 "
1988,Cocktail,"$78,222,753 "
1988,Midnight Run,"$81,613,606 "
1988,The Land Before Time,"$81,972,846 "
1988,Masquerade,"$91,593,744 "
1988,Die Hard,"$139,434,346 "
1988,Big,"$151,665,347 "
1988,Rambo III,"$188,715,611 "
1988,Twins,"$216,600,000 "
1988,Crocodile Dundee 2,"$239,606,210 "
1988,Coming to America,"$288,800,000 "
1988,Who Framed Roger Rabbit?,"$351,500,000 "
1988,Rain Man,"$412,800,000 "
1989,Koneko monogatari,"$13,349,107 "
1989,Great Balls of Fire!,"$13,691,550 "
1989,My Left Foot: The Story of Christy Brown,"$14,041,353 "
1989,The Wizard,"$14,278,900 "
1989,Friday the 13th Part VIII: Jason Takeÿ,"$14,343,976 "
1989,Kickboxer,"$14,533,681 "
1989,She-Devil,"$15,351,421 "
1989,Leviathan,"$15,363,560 "
1989,Chances Are,"$15,939,663 "
1989,Next of Kin,"$15,942,628 "
1989,No Holds Barred,"$16,093,651 "
1989,Prancer,"$16,115,398 "
1989,Shocker,"$16,554,699 "
1989,Her Alibi,"$17,195,050 "
1989,The Fabulous Baker Boys,"$18,121,297 "
1989,Crimes and Misdemeanors,"$18,254,702 "
1989,Casualties of War,"$18,468,714 "
1989,Skin Deep,"$19,000,000 "
1989,Blaze,"$19,049,727 "
1989,An Innocent Man,"$19,397,847 "
1989,The Fly II,"$19,441,528 "
1989,Dad,"$19,738,015 "
1989,Say Anythingÿ,"$20,036,737 "
1989,Cousins,"$21,707,236 "
1989,Lock Up,"$22,099,847 "
1989,A Nightmare On Elm Street: The Dream ÿ,"$22,168,359 "
1989,Do the Right Thing,"$26,051,502 "
1989,All Dogs Go To Heaven,"$26,220,877 "
1989,The Dream Team,"$26,793,650 "
1989,Glory,"$26,828,365 "
1989,Far From Home,"$27,735,792 "
1989,L'Ours,"$29,564,471 "
1989,Lean on Me,"$29,823,140 "
1989,Road House,"$30,050,028 "
1989,Weekend at Bernie's,"$30,218,387 "
1989,Fletch Lives,"$33,266,859 "
1989,The `Burbs,"$35,382,246 "
1989,"Sex, Lies, and Videotape","$36,741,667 "
1989,"The Karate Kid, Part III","$38,793,278 "
1989,K-9,"$38,859,189 "
1989,Bill & Ted¡¯s Excellent Adventure,"$40,510,111 "
1989,Three Fugitives,"$40,590,000 "
1989,"See No Evil, Hear No Evil","$46,900,000 "
1989,Major League,"$49,793,054 "
1989,To the Limit,"$53,000,000 "
1989,The Abyss,"$54,243,441 "
1989,Pet Sematary,"$57,469,850 "
1989,Tango & Cash,"$63,408,614 "
1989,Field of Dreams,"$64,431,625 "
1989,Uncle Buck,"$66,758,538 "
1989,Born on the Fourth of July,"$70,001,698 "
1989,Star Trek V: The Final Frontier,"$70,200,000 "
1989,Turner & Hooch,"$71,079,915 "
1989,Always,"$72,143,630 "
1989,National Lampoon¡¯s Christmas Vacation,"$72,773,799 "
1989,The War of the Roses,"$83,699,711 "
1989,When Harry Met Sallyÿ,"$92,999,400 "
1989,Steel Magnolias,"$95,151,938 "
1989,Harlem Nights,"$95,857,262 "
1989,Driving Miss Daisy,"$106,593,296 "
1989,Sea of Love,"$110,879,513 "
1989,Parenthood,"$126,297,830 "
1989,Black Rain,"$133,892,212 "
1989,Licence to Kill,"$156,167,015 "
1989,Ghostbusters II,"$215,500,000 "
1989,The Little Mermaid,"$222,299,758 "
1989,"Honey, I Shrunk the Kids","$222,700,000 "
1989,Lethal Weapon 2,"$227,300,000 "
1989,Dead Poets Society,"$239,500,000 "
1989,Look Who's Talking,"$297,100,000 "
1989,Back to the Future Part II,"$331,971,868 "
1989,Batman,"$411,348,924 "
1989,Indiana Jones and the Last Crusade,"$474,171,806 "
1990,Crazy People,"$13,204,459 "
1990,The Long Walk Home,"$13,798,030 "
1990,Lord of the Flies,"$13,812,230 "
1990,Wild at Heart,"$14,561,825 "
1990,Fire Birds,"$14,760,451 "
1990,Spaced Invaders,"$15,000,000 "
1990,Quick Change,"$15,260,154 "
1990,The Witches,"$15,349,948 "
1990,Nuovo cinema Paradiso,"$15,367,371 "
1990,Mr. Destiny,"$15,379,253 "
1990,Death Warrant,"$15,394,200 "
1990,The Bonfire of the Vanities,"$15,432,314 "
1990,Reversal of Fortune,"$15,445,131 "
1990,Revenge,"$15,535,771 "
1990,I Love You to Death,"$15,600,149 "
1990,Avalon,"$15,702,685 "
1990,The Guardian,"$16,140,440 "
1990,Men At Work,"$16,151,032 "
1990,Mo' Better Blues,"$16,153,000 "
1990,Tales from the Darkside: The Movie,"$16,324,573 "
1990,Tremors,"$16,667,391 "
1990,White Palace,"$17,487,531 "
1990,Sibling Rivalry,"$17,854,933 "
1990,DuckTales: The Movie - Treasure of thÿ,"$18,075,331 "
1990,Jetsons: The Movie,"$19,543,985 "
1990,Betsy's Wedding,"$19,740,070 "
1990,Taking Care of Business,"$20,005,435 "
1990,Stella,"$20,062,347 "
1990,The Adventures of Ford Fairlane,"$20,423,389 "
1990,Madhouse,"$20,438,179 "
1990,The Freshman,"$21,289,527 "
1990,The First Power,"$21,365,321 "
1990,Quigley Down Under,"$21,413,105 "
1990,The Rookie,"$21,633,874 "
1990,Hamlet,"$22,493,727 "
1990,The Russia House,"$22,998,000 "
1990,Ghost Dad,"$23,007,150 "
1990,Henry & June,"$23,411,903 "
1990,My Blue Heaven,"$23,591,472 "
1990,Navy SEALs,"$24,824,126 "
1990,The Exorcist III,"$25,011,739 "
1990,Ernest Goes to Jail,"$25,029,569 "
1990,Jacob¡¯s Ladder,"$25,965,144 "
1990,House Party,"$26,385,627 "
1990,Cadillac Man,"$27,257,086 "
1990,Memphis Belle,"$27,385,582 "
1990,Internal Affairs,"$27,789,904 "
1990,Pacific Heights,"$29,381,956 "
1990,Green Card,"$29,804,169 "
1990,Air America,"$32,914,515 "
1990,Darkman,"$32,942,739 "
1990,Child's Play 2,"$34,166,572 "
1990,Mermaids,"$35,140,500 "
1990,Postcards from the Edge,"$37,963,281 "
1990,Joe Versus the Volcano,"$39,381,963 "
1990,Gremlins 2: The New Batch,"$41,476,097 "
1990,Marked for Death,"$43,224,499 "
1990,Young Guns II,"$44,143,410 "
1990,RoboCop 2,"$45,681,173 "
1990,Look Who's Talking Too,"$46,614,448 "
1990,Goodfellas,"$47,103,483 "
1990,Hard To Kill,"$47,381,527 "
1990,The Rescuers Down Under,"$47,431,461 "
1990,Awakenings,"$51,636,504 "
1990,Arachnophobia,"$53,208,180 "
1990,Edward Scissorhands,"$53,980,220 "
1990,Predator 2,"$54,768,418 "
1990,Misery,"$61,166,002 "
1990,Flatliners,"$61,308,153 "
1990,The Godfather: Part III,"$66,788,488 "
1990,3 Men and a Little Lady,"$71,609,321 "
1990,Problem Child,"$72,270,895 "
1990,Rocky V,"$119,946,358 "
1990,Bird on a Wire,"$138,697,012 "
1990,Another 48 Hrs.,"$152,747,413 "
1990,Days of Thunder,"$157,670,733 "
1990,Dick Tracy,"$162,738,726 "
1990,The Hunt for Red October,"$200,500,000 "
1990,Kindergarten Cop,"$202,000,000 "
1990,Teenage Mutant Ninja Turtles,"$202,000,000 "
1990,Presumed Innocent,"$221,300,000 "
1990,Die Hard 2,"$239,813,888 "
1990,Back to the Future Part III,"$244,087,259 "
1990,Total Recall,"$261,399,830 "
1990,Dances with Wolves,"$424,208,805 "
1990,Pretty Woman,"$432,566,361 "
1990,Home Alone,"$476,680,911 "
1990,Ghost,"$517,599,988 "
1991,The Commitments,"$13,955,001 "
1991,The Perfect Weapon,"$14,061,361 "
1991,Ernest Scared Stupid,"$14,143,280 "
1991,Highlander II: The Quickening,"$14,184,134 "
1991,Drop Dead Fred,"$14,272,288 "
1991,Flight of the Intruder,"$14,471,440 "
1991,A Kiss Before Dying,"$14,769,755 "
1991,Not Without My Daughter,"$14,789,113 "
1991,All I Want For Christmas,"$14,812,144 "
1991,Once Around,"$14,851,000 "
1991,Haakon Haakonsen,"$15,024,232 "
1991,Toy Soldiers,"$15,073,942 "
1991,Switch,"$15,545,943 "
1991,Billy Bathgate,"$15,565,363 "
1991,Defending Your Life,"$16,371,128 "
1991,The NeverEnding Story II: The Next Chÿ,"$17,116,963 "
1991,Hudson Hawk,"$17,218,916 "
1991,For the Boys,"$17,684,580 "
1991,Paradise,"$18,634,643 "
1991,Mortal Thoughts,"$19,018,321 "
1991,House Party 2,"$19,438,638 "
1991,Child's Play 3,"$19,850,380 "
1991,An American Tail: Fievel Goes West,"$20,218,664 "
1991,Mobsters,"$20,246,790 "
